update,global_step,mean_reward,policy_loss,value_loss,entropy,approx_kl
1,512,-144.048295444957,-0.0009685636032372713,10.079875409603119,4.069361612200737,0.020790621725609526
2,1024,-255.73174106959198,-0.011624027625657618,6.7710050791502,4.0346669703722,0.015193059341982007
3,1536,-327.36879172544843,-0.003467133443336934,4.689053535461426,4.016552120447159,0.010894919483689591
4,2048,-405.63146247582233,-0.009211072348989546,4.151145242154598,3.9771206453442574,0.011477423424366862
5,2560,-475.4159989822145,-0.008804062148556113,3.200154185295105,3.9375444874167442,0.011816686776001006
6,3072,-545.5202060019161,-0.006802534859161824,5.118970617651939,3.9039212465286255,0.007891163200838491
7,3584,-576.3139049429309,-0.016234638693276793,3.7281035855412483,3.8524791225790977,0.01570395941962488
8,4096,-591.5839232844448,-0.0070199742331169546,4.207137189805508,3.797109268605709,0.006765904254280031
9,4608,-581.3783073635453,-0.0043257244396954775,3.811374142765999,3.800311028957367,0.005704561510356143
10,5120,-562.0696313912318,-0.004352130810730159,3.7947591729462147,3.7854668647050858,0.010709251131629571
11,5632,-557.6269773865412,-0.002386160718742758,4.001601196825504,3.7690495029091835,0.007683539413847029
12,6144,-552.9152677923282,-0.009115015564020723,4.2672955095767975,3.7252287566661835,0.012109156290534884
13,6656,-567.2085468681382,-0.01323929603677243,1.8976320438086987,3.749538667500019,0.008958013757364824
14,7168,-517.9194326668946,0.02595046890201047,3.3936480581760406,3.789259061217308,0.02103387046372518
15,7680,-492.38416677726906,-0.0028977280016988516,2.7929809242486954,3.770752899348736,0.012933721678564325
16,8192,-479.5344185502626,-0.009110510698519647,3.927806429564953,3.7463445961475372,0.009607745800167322
17,8704,-471.992812924235,-0.018581380718387663,4.076836533844471,3.64161629229784,0.014081493223784491
18,9216,-421.2686827148192,0.012300123402383178,3.13343795388937,3.604000113904476,0.02199831625330262
19,9728,-371.79341704377526,0.0008501935517415404,3.5944658666849136,3.5574416145682335,0.018924627598607913
20,10240,-319.1255657513433,0.023040082538500428,2.757186956703663,3.6678542345762253,0.019427177991019562
21,10752,-319.1255657513433,-0.0008005672134459019,2.7564075514674187,3.435203954577446,0.006764428835595027
22,11264,-319.1255657513433,-0.007956357090733945,2.6221403554081917,3.3134836331009865,0.009628686151700094
23,11776,-319.1255657513433,-0.009042776597198099,1.7636517509818077,3.3128608018159866,0.00683270234731026
24,12288,-319.1255657513433,-0.00297622341895476,2.920080929994583,3.306107319891453,0.008877158688846976
25,12800,-319.1255657513433,-0.008666199399158359,2.9693032763898373,3.223371110856533,0.0062757252308074385
26,13312,-319.1255657513433,-0.001133729238063097,2.361818488687277,3.0544719472527504,0.008546568657038733
27,13824,-319.1255657513433,-0.009553741198033094,4.468636155128479,3.088958889245987,0.008029777876799926
28,14336,-319.1255657513433,-0.007639986870344728,3.421310782432556,3.033871442079544,0.008905150083592162
29,14848,-319.1255657513433,-0.002813187427818775,2.0489064417779446,3.0213202387094498,0.006262836162932217
30,15360,-319.1255657513433,-0.0018721590749919415,2.180923104286194,3.044175997376442,0.004827848228160292
31,15872,-319.1255657513433,0.0007176375947892666,2.1415690071880817,3.0495057702064514,0.00826646652421914
32,16384,-319.1255657513433,-0.006046004418749362,2.569116059690714,2.948832169175148,0.007610316068166867
33,16896,-319.1255657513433,-0.00913990510161966,3.3922940269112587,2.979698531329632,0.007900609954958782
34,17408,-319.1255657513433,-0.0026899887016043067,2.584478672593832,2.944945342838764,0.00918563359300606
35,17920,-319.1255657513433,-0.012826993421185762,2.2755578383803368,2.888167843222618,0.011501375760417432
36,18432,-319.1255657513433,-0.005398641573265195,2.482144244015217,2.849474310874939,0.0072908823494799435
37,18944,-319.1255657513433,-0.009479405242018402,2.8658222556114197,2.926644518971443,0.00938139547361061
38,19456,-319.1255657513433,-0.008328079245984554,2.4483428858220577,2.9068910628557205,0.008372098993277177
39,19968,-319.1255657513433,-0.0034673773334361613,3.156837373971939,2.9185120537877083,0.008848721161484718
40,20000,441.68868704485254,-0.0028487462550401688,15.529578924179077,2.8793352842330933,9.606918320059776e-05
